,0,1,2,3,4,5,6,7,8,9
0,0.00176,0.00192,0.00184,0.00184,0.00176,0.00192,0.00208,0.00208,0.00224,0.00232
1,0.00128,0.0012,0.0012,0.00136,0.00136,0.00144,0.00152,0.0016,0.0016,0.0016
2,0.00104,0.00128,0.00104,0.00112,0.00136,0.00144,0.00152,0.00168,0.0016,0.00176
3,0.00168,0.00184,0.0016,0.00176,0.00184,0.00192,0.00208,0.00224,0.00232,0.00232
4,0.00072,0.00088,0.00104,0.0012,0.00136,0.00136,0.00136,0.00136,0.00144,0.0016
5,0.0012960000000000083,0.0014239999999999808,0.0013440000000000119,0.0014559999999999907,0.001536000000000004,0.0016160000000000174,0.0017119999999999802,0.0017920000000000158,0.0018400000000000194,0.0019200000000000107
